"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72572024127","2004-01-01","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  37.1","24","  25.3","24","1011.3","24","999.9"," 0","  9.8","24"," 17.7","24"," 28.9"," 35.9","  42.1"," ","  27.0"," "," 0.00","D","  7.1","001000"
"72572024127","2004-01-02","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  34.8","24","  26.5","24","1010.4","24","999.9"," 0","  8.7","24"," 12.0","24"," 28.0"," 41.0","  42.1"," ","  26.1"," "," 0.06","G","  7.9","101000"
"72572024127","2004-01-03","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  23.8","24","  17.7","24","1012.0","24","999.9"," 0","  8.0","24","  6.8","24"," 11.1","999.9","  39.9"," ","  19.0"," "," 0.02","G","  7.1","101000"
"72572024127","2004-01-04","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  20.3","24","  13.8","24","1023.5","24","999.9"," 0","  9.3","24","  8.2","24"," 15.0","999.9","  25.0","*","  10.4","*"," 0.00","G","  5.1","101000"
"72572024127","2004-01-05","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  22.4","24","  11.8","24","1029.4","24","999.9"," 0","  9.7","24","  6.7","24"," 12.0","999.9","  27.0"," ","  10.9"," "," 0.00","G","  5.1","000000"
"72572024127","2004-01-06","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  17.6","24","   8.7","24","1031.5","24","999.9"," 0","  9.6","24","  5.0","24"," 10.1","999.9","  24.1","*","  12.2","*"," 0.00","G","  3.9","001000"
"72572024127","2004-01-07","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  23.2","24","  17.9","24","1023.2","24","999.9"," 0","  6.2","24","  3.8","24","  8.9","999.9","  26.1","*","  21.0","*"," 0.00","G","  3.9","101000"
"72572024127","2004-01-08","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  23.9","24","  21.2","24","1028.9","24","999.9"," 0","  2.5","21","  3.0","24"," 10.1","999.9","  30.0"," ","  14.0"," "," 0.02","G","  5.1","101000"
"72572024127","2004-01-09","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.9","24","  19.5","24","1034.4","24","883.4"," 4","  2.0","17","  2.6","24","  8.9","999.9","  30.0"," ","  14.0"," "," 0.00","G","  5.1","100000"
"72572024127","2004-01-10","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  19.7","24","  17.1","24","1033.0","24","882.2"," 4","  1.0","24","  2.1","24","  7.0","999.9","  26.1"," ","  14.0"," "," 0.00","G","  3.9","101000"
"72572024127","2004-01-11","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  19.9","24","  17.0","24","1029.5","24","879.0"," 4","  1.5","20","  0.8","24","  5.1","999.9","  24.1"," ","  15.1"," "," 0.00","G","  3.9","101000"
"72572024127","2004-01-12","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  18.6","24","  15.6","24","1032.2","24","999.9"," 0","  2.6","17","  1.2","24","  6.0","999.9","  23.0"," ","  14.0"," "," 0.00","G","  3.9","100000"
"72572024127","2004-01-13","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  17.9","24","  14.4","24","1037.2","24","999.9"," 0","  2.0","24","  2.1","24","  7.0","999.9","  24.1"," ","  10.0"," "," 0.00","G","  3.9","101000"
"72572024127","2004-01-14","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  17.4","24","  14.0","24","1035.8","24","999.9"," 0","  2.1","24","  3.0","24","  7.0","999.9","  24.1"," ","  10.0"," "," 0.00","G","  3.9","100000"
