level,TEMP,DEWP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,SNDP,FRSHTT,timestamp,TEMP_180,TEMP_30,DEWP_180,DEWP_30,STP_180,STP_30,VISIB_180,VISIB_30,WDSP_180,WDSP_30,MXSPD_180,MXSPD_30,MAX_180,MAX_30,MIN_180,MIN_30,PRCP_180,PRCP_30,SNDP_180,SNDP_30,delta
38.0,57.7,39.2,871.6,35.2,7.0,18.1,68.0,46.9,0.0,999.9,18,6232284,68.5,66.3,40.1,40.3,870.4,871.2,33.7,33.0,8.6,8.8,16.9,17.0,84.0,83.2,52.7,50.5,0.0,0.0,999.9,999.9,0.0
38.0,58.2,38.6,864.6,33.6,10.8,20.0,75.0,45.0,0.0,999.9,0,6233148,68.6,65.9,40.2,40.4,870.4,871.2,33.7,33.1,8.6,8.7,16.9,17.0,84.0,82.5,52.8,50.3,0.0,0.0,999.9,999.9,0.0
38.0,55.1,42.8,866.2,30.7,9.8,17.1,75.9,44.1,0.0,999.9,0,6234012,68.6,65.4,40.2,40.5,870.3,871.0,33.7,33.3,8.6,8.7,17.0,17.1,84.1,82.0,52.9,50.0,0.0,0.0,999.9,999.9,0.0
37.8,51.9,38.6,872.1,32.7,6.2,14.0,63.0,44.1,0.0,999.9,0,6234876,68.6,64.9,40.3,40.7,870.2,870.8,33.8,33.0,8.6,8.8,17.0,17.2,84.1,81.6,52.9,49.8,0.0,0.0,999.9,999.9,-0.20000000000000284
37.7,48.8,32.8,874.0,32.5,6.5,11.1,62.1,36.0,0.0,999.9,0,6235740,68.5,64.5,40.3,40.8,870.2,870.7,33.7,32.8,8.6,8.8,17.0,17.3,84.0,80.9,52.9,49.6,0.0,0.0,999.9,999.9,-0.09999999999999432
37.7,53.2,36.2,874.4,32.3,7.0,11.1,68.0,36.0,0.0,999.9,0,6236604,68.5,63.7,40.2,40.6,870.2,870.9,33.7,32.8,8.6,8.7,17.0,17.0,84.0,79.9,52.8,49.2,0.0,0.0,999.9,999.9,0.0
37.7,54.0,36.3,878.5,29.8,6.3,11.1,68.0,39.9,0.0,999.9,0,6237468,68.5,63.0,40.3,40.5,870.2,871.1,33.7,32.8,8.6,8.6,16.9,16.8,83.9,79.0,52.8,48.6,0.0,0.0,999.9,999.9,0.0
37.7,54.3,33.3,879.8,33.6,6.7,10.1,70.0,39.9,0.0,999.9,0,6238332,68.5,62.6,40.4,40.2,870.2,871.7,33.7,32.5,8.6,8.5,16.9,16.5,84.0,78.5,52.8,48.1,0.0,0.0,999.9,999.9,0.0
37.7,55.9,34.6,878.6,31.1,6.8,10.1,72.0,39.9,0.0,999.9,0,6239196,68.5,62.1,40.4,39.8,870.3,872.1,33.7,32.4,8.6,8.5,16.9,16.2,84.0,78.1,52.9,47.7,0.0,0.0,999.9,999.9,0.0
37.7,59.5,36.7,875.8,33.6,9.2,13.0,80.1,43.0,0.0,999.9,0,6240060,68.5,61.8,40.4,39.6,870.3,872.4,33.7,32.3,8.6,8.4,16.9,16.1,84.0,77.9,52.9,47.3,0.0,0.0,999.9,999.9,0.0
37.7,65.5,31.7,871.6,34.4,7.0,12.0,80.1,46.0,0.0,999.9,0,6240924,68.6,61.7,40.4,39.4,870.3,872.6,33.8,32.5,8.6,8.5,16.9,16.1,84.1,77.9,52.9,47.1,0.0,0.0,999.9,999.9,0.0
37.7,60.8,34.0,873.8,33.1,7.5,11.1,78.1,46.0,0.0,999.9,0,6241788,68.6,62.0,40.4,39.5,870.3,872.6,33.8,32.5,8.6,8.5,16.9,16.1,84.1,78.1,52.9,47.1,0.0,0.0,999.9,999.9,0.0
37.7,63.1,33.3,873.2,31.5,7.0,11.1,79.0,46.0,0.0,999.9,0,6242652,68.6,61.9,40.5,39.4,870.4,872.7,33.8,32.5,8.6,8.5,16.8,16.0,84.1,78.2,52.9,47.1,0.0,0.0,999.9,999.9,0.0
37.7,59.3,39.2,870.2,27.8,5.3,12.0,80.1,44.1,0.0,999.9,0,6243516,68.6,62.0,40.4,39.2,870.4,872.6,33.8,32.4,8.6,8.5,16.8,16.0,84.2,78.4,52.9,47.1,0.0,0.0,999.9,999.9,0.0
37.7,58.3,39.0,866.9,29.6,8.2,14.0,75.0,44.1,0.0,999.9,0,6244380,68.6,62.0,40.4,39.5,870.4,872.4,33.8,32.3,8.6,8.4,16.8,15.9,84.2,78.5,52.9,47.0,0.0,0.0,999.9,999.9,0.0
37.7,48.7,29.2,871.6,27.1,6.0,12.0,64.0,34.0,0.0,999.9,0,6245244,68.6,61.7,40.4,39.7,870.4,872.2,33.8,32.2,8.6,8.4,16.8,16.0,84.2,78.2,52.9,46.9,0.0,0.0,999.9,999.9,0.0
37.7,45.5,23.6,877.8,33.6,6.2,10.1,60.1,32.0,0.0,999.9,0,6246108,68.5,61.1,40.4,39.8,870.4,872.2,33.8,32.0,8.6,8.3,16.8,15.8,84.1,77.5,52.9,46.5,0.0,0.0,999.9,999.9,0.0
37.7,48.1,26.8,881.4,31.9,5.7,10.1,64.9,32.0,0.0,999.9,0,6246972,68.4,60.1,40.3,39.1,870.4,872.7,33.8,32.2,8.6,7.9,16.7,14.9,83.9,76.5,52.8,45.7,0.0,0.0,999.9,999.9,0.0
37.7,51.4,28.4,879.4,33.1,6.4,13.0,70.0,36.0,0.0,999.9,0,6247836,68.2,59.5,40.3,38.4,870.5,873.2,33.8,32.3,8.5,7.8,16.7,14.3,83.8,75.7,52.6,44.9,0.0,0.0,999.9,999.9,0.0
37.7,58.6,28.5,873.3,33.6,9.2,19.0,75.0,37.9,0.0,999.9,0,6248700,68.2,59.1,40.3,37.8,870.6,873.6,33.8,32.4,8.5,7.8,16.6,14.3,83.8,75.5,52.5,44.5,0.0,0.0,999.9,999.9,0.0
37.7,61.7,37.9,869.2,31.9,15.1,26.0,75.0,45.0,0.0,999.9,0,6249564,68.2,59.1,40.3,37.1,870.6,873.8,33.9,32.6,8.5,7.8,16.6,14.1,83.8,75.4,52.5,44.1,0.0,0.0,999.9,999.9,0.0
37.7,57.0,44.7,872.6,37.3,12.6,26.0,68.0,51.1,0.02,999.9,16,6250428,68.2,59.3,40.3,36.9,870.7,873.6,33.9,32.8,8.5,8.0,16.6,14.6,83.8,75.6,52.5,44.1,0.0,0.0,999.9,999.9,0.0
37.7,60.1,41.6,874.5,41.4,11.6,24.1,73.0,48.0,0.0,999.9,0,6251292,68.2,59.2,40.4,37.0,870.7,873.4,34.0,32.8,8.5,8.2,16.7,15.1,83.8,75.2,52.5,44.3,0.0,0.0,999.9,999.9,0.0
37.7,63.9,40.3,870.6,46.4,13.1,21.0,73.0,48.0,0.0,999.9,0,6252156,68.3,59.0,40.5,37.0,870.8,873.4,34.1,32.7,8.5,8.4,16.7,15.5,83.9,75.0,52.6,44.4,0.0,0.0,999.9,999.9,0.0
37.7,59.6,35.3,863.6,36.0,10.3,20.0,73.0,41.0,0.0,999.9,16,6253020,68.4,59.0,40.6,37.0,870.8,873.3,34.1,33.2,8.6,8.5,16.7,15.8,83.9,74.6,52.6,44.3,0.0,0.0,999.9,999.9,0.0
37.8,42.0,37.1,868.3,15.6,7.6,20.0,53.1,33.1,1.19,999.9,26,6253884,68.5,58.7,40.6,36.8,870.7,873.0,34.2,33.4,8.6,8.6,16.8,16.1,84.0,74.2,52.7,43.9,0.0,0.0,999.9,999.9,0.09999999999999432
37.7,44.9,31.2,872.6,32.7,11.1,17.1,57.0,33.1,0.13,999.9,0,6254748,68.4,57.7,40.6,36.5,870.7,872.8,34.1,32.7,8.6,8.5,16.8,16.0,84.0,73.1,52.7,43.3,0.0,0.0,999.9,999.9,-0.09999999999999432
37.8,38.6,30.2,872.8,22.5,9.2,22.0,57.0,30.9,0.6,0.4,24,6255612,68.4,56.8,40.7,35.9,870.7,872.8,34.0,32.8,8.6,8.5,16.8,15.7,84.0,72.1,52.6,42.3,0.0,0.0,999.9,999.9,0.09999999999999432
37.7,36.7,28.9,879.4,21.5,5.7,8.9,44.1,30.9,0.18,0.4,24,6256476,68.3,55.9,40.7,35.3,870.7,872.7,34.0,32.5,8.6,8.6,16.9,16.0,83.9,71.2,52.6,41.6,0.0,0.1,994.3,966.6,-0.09999999999999432
37.7,35.7,24.8,881.5,28.2,6.3,10.1,46.9,28.0,0.0,999.9,0,6257376,68.2,54.7,40.6,34.9,870.7,872.9,34.0,32.0,8.6,8.5,16.9,15.7,83.7,69.7,52.5,41.0,0.0,0.1,988.8,933.3,0.0
37.7,36.7,26.3,875.9,38.9,5.9,15.0,48.0,28.0,0.0,999.9,0,6258240,68.0,53.6,40.6,34.5,870.8,873.3,33.9,31.8,8.6,8.2,16.9,15.2,83.6,68.3,52.4,40.1,0.0,0.1,988.8,933.3,0.0
37.7,34.7,23.4,881.5,29.8,6.2,12.0,48.9,26.1,0.0,999.9,0,6259104,67.9,52.9,40.5,34.1,870.8,873.5,34.0,31.9,8.6,8.2,16.9,15.1,83.5,67.6,52.3,39.4,0.0,0.1,988.8,933.3,0.0
37.7,33.9,22.8,882.8,24.8,5.2,7.0,46.0,25.0,0.0,999.9,0,6259968,67.8,52.1,40.4,33.6,870.8,874.0,34.0,31.8,8.6,8.1,16.9,14.8,83.3,66.7,52.2,38.8,0.0,0.1,988.8,933.3,0.0
37.7,37.2,23.6,878.6,14.4,4.8,8.9,54.0,25.0,0.0,999.9,0,6260832,67.6,51.4,40.4,32.9,870.9,874.6,33.9,31.6,8.6,7.9,16.9,14.5,83.1,65.7,52.1,38.2,0.0,0.1,988.8,933.3,0.0
37.7,47.5,23.7,871.7,28.4,6.6,14.0,59.0,28.0,0.0,999.9,0,6261696,67.4,50.9,40.3,32.4,870.9,874.8,33.8,31.0,8.6,7.9,16.8,14.3,82.9,65.4,51.9,37.5,0.0,0.1,988.8,933.3,0.0
37.7,46.0,32.8,868.1,34.0,5.1,7.0,61.0,33.1,0.0,999.9,0,6262560,67.3,50.9,40.1,32.1,870.9,874.7,33.8,30.9,8.6,7.9,16.8,14.4,82.8,65.3,51.8,37.3,0.0,0.1,988.8,933.3,0.0
37.7,43.7,31.9,871.0,32.5,5.2,13.0,55.9,32.0,0.0,999.9,16,6263424,67.1,50.6,40.1,32.0,870.9,874.5,33.8,30.9,8.6,7.8,16.8,14.3,82.7,65.1,51.7,37.2,0.0,0.1,988.8,933.3,0.0
37.7,43.2,28.3,870.7,30.2,4.7,10.1,52.0,32.0,0.0,999.9,0,6264288,67.0,50.3,40.0,31.8,871.0,874.3,33.8,31.0,8.5,7.8,16.7,14.3,82.5,64.7,51.6,36.9,0.0,0.1,988.8,933.3,0.0
37.7,40.7,25.6,875.4,34.0,4.5,6.0,55.0,30.0,0.0,999.9,0,6265152,66.9,49.9,39.9,31.7,871.0,874.0,33.9,30.9,8.5,7.7,16.5,14.3,82.3,64.1,51.5,36.6,0.0,0.1,988.8,933.3,0.0
37.7,48.7,25.0,877.7,36.9,4.4,8.9,60.1,30.0,0.0,999.9,0,6266016,66.9,49.4,39.8,31.4,871.1,873.9,33.9,31.0,8.5,7.6,16.4,14.2,82.3,63.5,51.4,36.3,0.0,0.1,988.8,933.3,0.0
37.7,48.7,30.8,877.9,30.4,5.7,8.0,63.0,37.9,0.0,999.9,0,6266880,66.9,49.1,39.8,31.0,871.1,873.9,34.0,31.1,8.4,7.5,16.4,14.1,82.3,62.9,51.3,35.9,0.0,0.1,988.8,933.3,0.0
37.7,48.1,34.2,875.2,32.3,5.2,8.0,64.0,37.0,0.0,999.9,0,6267744,66.8,48.5,39.7,30.9,871.2,874.1,34.0,31.0,8.4,7.4,16.4,13.9,82.3,62.3,51.3,35.6,0.0,0.1,988.8,933.3,0.0
37.7,49.1,32.3,869.4,30.0,6.0,18.1,68.0,35.1,0.0,999.9,0,6268608,66.8,48.1,39.7,30.9,871.2,874.2,34.0,30.9,8.4,7.3,16.4,13.8,82.3,61.8,51.3,35.3,0.0,0.1,988.8,933.3,0.0
37.7,49.1,32.0,868.7,31.9,5.8,11.1,69.1,35.1,0.0,999.9,0,6269472,66.8,47.6,39.6,30.9,871.3,874.1,34.0,30.9,8.4,7.3,16.4,14.0,82.3,61.5,51.2,34.9,0.0,0.1,988.8,933.3,0.0
37.8,42.7,28.9,871.0,29.8,8.8,17.1,63.0,35.1,0.0,999.9,0,6270336,66.7,47.3,39.6,30.7,871.3,874.0,34.0,31.0,8.4,7.3,16.4,14.0,82.3,61.1,51.2,34.6,0.0,0.1,988.8,933.3,0.09999999999999432
37.7,36.0,18.0,881.3,31.9,5.6,14.0,46.9,26.1,0.0,999.9,0,6271200,66.6,46.8,39.5,30.3,871.3,874.1,33.9,31.0,8.4,7.3,16.3,14.1,82.2,60.7,51.1,34.3,0.0,0.1,988.8,933.3,-0.09999999999999432
37.7,35.6,19.2,879.7,27.3,6.6,10.1,50.0,26.1,0.0,999.9,0,6272064,66.5,46.3,39.5,30.0,871.3,874.5,33.9,31.2,8.4,7.3,16.3,14.2,82.1,60.1,51.1,34.1,0.0,0.1,988.8,933.3,0.0
37.5,39.8,26.2,873.5,19.1,5.2,8.9,51.1,26.1,0.0,999.9,0,6272928,66.4,46.0,39.5,29.8,871.4,874.5,33.8,31.0,8.3,7.3,16.2,14.2,82.0,59.8,51.0,33.9,0.0,0.1,988.8,933.3,-0.20000000000000284
37.7,38.2,32.0,879.1,6.6,5.6,8.9,50.0,30.9,0.0,999.9,32,6273792,66.3,45.7,39.4,29.8,871.4,874.3,33.7,30.6,8.3,7.3,16.2,14.1,81.8,59.3,51.0,33.7,0.0,0.1,988.8,933.3,0.20000000000000284
37.7,39.9,30.9,881.7,9.9,6.0,8.9,53.1,30.9,0.0,999.9,32,6274656,66.1,45.3,39.5,29.9,871.5,874.3,33.6,29.7,8.3,7.3,16.2,14.0,81.6,58.7,50.9,33.5,0.0,0.1,988.8,933.3,0.0
37.7,38.7,31.6,878.3,5.6,4.6,7.0,53.1,28.0,0.0,999.9,32,6275520,65.9,44.7,39.5,30.0,871.6,874.5,33.4,28.9,8.3,7.2,16.1,13.7,81.4,57.9,50.7,33.3,0.0,0.1,988.8,933.3,0.0
37.7,36.2,33.3,874.0,2.0,4.5,9.9,53.1,28.0,0.0,999.9,32,6276384,65.8,43.9,39.5,29.8,871.6,874.8,33.3,28.0,8.2,6.8,16.0,13.0,81.3,57.2,50.6,32.7,0.0,0.1,988.8,933.3,0.0
37.7,33.8,31.0,876.9,0.6,3.8,8.0,48.0,26.1,0.0,999.9,32,6277248,65.7,43.2,39.6,29.4,871.6,874.9,33.0,26.8,8.2,6.6,15.9,12.5,81.3,56.7,50.6,31.9,0.0,0.1,988.8,933.3,0.0
37.7,35.8,30.0,872.0,3.2,4.7,7.0,48.0,26.1,0.0,999.9,32,6278112,65.6,42.3,39.6,29.1,871.6,875.0,32.8,25.5,8.2,6.3,15.9,12.0,81.2,55.9,50.5,31.2,0.0,0.1,988.8,933.3,0.0
37.7,40.5,34.4,864.5,6.6,6.6,15.9,50.0,27.0,0.02,999.9,16,6278976,65.4,41.4,39.6,28.7,871.7,875.0,32.7,24.0,8.2,6.0,15.9,11.5,81.0,55.0,50.4,30.5,0.0,0.1,988.8,933.3,0.0
37.7,39.0,34.3,866.6,26.0,8.3,17.1,48.0,34.0,0.22,999.9,16,6279840,65.2,40.7,39.7,28.7,871.7,875.0,32.5,23.1,8.1,5.9,15.8,11.4,80.7,54.3,50.2,30.0,0.0,0.1,988.8,933.3,0.0
37.7,44.5,34.5,860.2,23.3,12.5,25.1,52.0,33.1,0.19,999.9,26,6280704,65.1,40.6,39.7,28.6,871.7,875.0,32.5,23.4,8.1,5.9,15.7,11.3,80.5,54.1,50.1,30.1,0.0,0.0,988.8,933.3,0.0
37.7,32.7,24.5,875.0,25.4,13.3,19.0,52.0,28.0,0.28,2.0,8,6281568,65.0,40.6,39.7,28.7,871.7,874.6,32.4,23.1,8.1,6.0,15.8,11.5,80.4,53.9,50.0,30.1,0.0,0.0,988.8,933.3,0.0
37.7,26.0,21.5,885.1,15.6,6.3,10.1,35.1,16.0,0.02,1.6,40,6282432,64.9,40.4,39.6,28.5,871.7,874.6,32.5,23.2,8.1,6.1,15.8,11.4,80.4,53.8,49.9,30.0,0.0,0.0,983.3,933.3,0.0
37.7,25.1,18.3,886.6,19.3,6.6,10.1,34.0,16.0,0.0,0.8,0,6283296,64.8,40.1,39.5,28.3,871.7,874.8,32.3,23.0,8.1,6.1,15.8,11.5,80.2,53.5,49.8,29.5,0.0,0.0,977.7,933.4,0.0
37.7,25.7,18.7,882.1,12.7,5.1,8.0,37.0,18.0,0.0,0.8,0,6284160,64.6,39.7,39.4,28.0,871.8,875.0,32.3,22.7,8.1,6.1,15.8,11.5,79.9,53.0,49.6,29.1,0.0,0.0,972.2,900.1,0.0
37.7,27.3,21.2,883.4,6.3,5.0,8.0,37.9,18.0,0.0,0.4,32,6285024,64.3,39.4,39.3,27.8,871.9,875.2,32.2,21.8,8.1,6.1,15.7,11.2,79.7,52.7,49.5,28.7,0.0,0.0,966.6,866.8,0.0
37.7,28.0,23.0,887.2,3.8,6.2,10.1,37.9,19.0,0.0,0.4,32,6285888,64.1,39.1,39.2,27.7,871.9,875.3,32.0,21.0,8.1,6.1,15.7,11.1,79.5,52.3,49.3,28.5,0.0,0.0,961.1,833.4,0.0
37.7,29.9,24.0,885.3,4.5,5.1,8.9,39.9,21.9,0.0,999.9,0,6286752,63.9,38.9,39.0,27.7,872.0,875.4,31.9,20.3,8.1,6.1,15.7,11.2,79.2,52.0,49.1,28.3,0.0,0.0,955.5,800.1,0.0
37.7,31.2,23.7,881.2,4.5,4.6,7.0,44.1,21.9,0.0,999.9,0,6287616,63.7,38.7,38.9,27.7,872.1,875.6,31.8,20.0,8.1,6.1,15.7,11.2,79.0,51.6,48.9,28.2,0.0,0.0,955.5,800.1,0.0
37.7,32.8,26.4,876.5,3.7,5.1,8.9,44.1,21.9,0.0,999.9,16,6288480,63.5,38.1,38.8,27.7,872.2,876.0,31.6,19.2,8.1,6.1,15.6,11.0,78.8,51.1,48.8,28.0,0.0,0.0,955.5,800.1,0.0
37.7,34.8,31.3,873.5,2.0,3.6,8.0,43.0,24.1,0.0,999.9,48,6289344,63.3,37.7,38.7,27.5,872.2,876.2,31.4,18.2,8.1,6.1,15.6,11.0,78.6,50.5,48.6,27.6,0.0,0.0,955.5,800.1,0.0
37.7,36.6,31.4,878.6,9.6,3.9,6.0,45.0,30.0,0.02,999.9,56,6290208,63.1,37.4,38.6,27.5,872.3,876.3,31.3,17.2,8.1,6.0,15.6,10.9,78.4,50.1,48.4,27.3,0.0,0.0,955.5,800.1,0.0
37.7,36.6,26.3,878.3,29.4,7.6,12.0,48.9,30.9,0.01,999.9,0,6291072,63.0,37.2,38.5,27.6,872.4,876.6,31.1,16.5,8.0,6.0,15.5,10.7,78.2,49.9,48.3,27.2,0.0,0.0,955.5,800.1,0.0
37.7,39.0,30.9,871.8,20.7,5.6,12.0,51.1,30.0,0.0,999.9,0,6291936,62.8,37.0,38.4,27.6,872.4,876.7,31.0,16.3,8.1,6.1,15.5,10.9,78.0,49.6,48.1,27.3,0.0,0.0,955.5,800.1,0.0
37.7,33.0,22.1,872.9,31.1,9.2,15.9,48.9,21.9,0.0,999.9,0,6292800,62.6,36.7,38.3,27.8,872.4,876.5,31.0,15.8,8.1,6.1,15.5,11.0,77.8,49.3,48.0,27.3,0.0,0.0,955.5,800.1,0.0
37.7,25.7,16.7,879.3,32.1,8.1,15.0,36.0,18.0,0.01,0.4,8,6293664,62.4,36.2,38.2,27.5,872.4,876.3,30.9,15.8,8.1,6.2,15.5,11.3,77.6,48.9,47.8,26.7,0.0,0.0,955.5,800.1,0.0
37.7,23.9,10.6,880.5,35.0,7.7,12.0,35.1,16.0,0.0,0.4,0,6294528,62.1,35.4,38.0,27.0,872.4,876.5,30.9,15.8,8.1,6.3,15.6,11.5,77.3,47.9,47.6,26.1,0.0,0.0,949.9,766.8,0.0
37.7,27.5,14.7,878.0,30.4,6.6,10.1,35.1,16.0,0.0,0.4,0,6295392,61.8,34.6,37.8,26.2,872.5,876.8,30.9,16.0,8.1,6.4,15.5,11.3,76.9,46.8,47.3,25.5,0.0,0.0,944.4,733.5,0.0
37.7,33.8,20.5,877.0,29.8,6.1,8.9,39.0,23.0,0.0,999.9,0,6296256,61.5,33.9,37.6,25.7,872.6,877.1,30.8,15.9,8.1,6.4,15.4,11.3,76.6,45.7,47.1,24.8,0.0,0.0,938.8,700.2,0.0
37.7,34.0,25.2,874.5,25.6,7.4,11.1,39.0,28.0,0.0,999.9,16,6297120,61.3,33.6,37.5,25.4,872.6,877.3,30.8,15.9,8.1,6.3,15.4,11.0,76.3,44.9,46.9,24.4,0.0,0.0,938.8,700.2,0.0
37.7,31.3,29.0,871.5,3.4,5.9,10.1,39.9,28.0,0.08,0.8,56,6297984,61.1,33.5,37.4,25.6,872.6,877.1,30.8,15.7,8.1,6.4,15.4,10.9,76.0,44.6,46.8,24.5,0.0,0.0,938.8,700.2,0.0
37.7,30.2,23.5,865.9,17.5,7.0,11.1,37.0,25.0,0.0,0.4,0,6298848,60.8,33.4,37.3,25.9,872.6,876.8,30.6,14.9,8.0,6.4,15.3,10.9,75.7,44.3,46.6,24.6,0.0,0.0,933.3,666.9,0.0
37.7,31.3,23.1,864.4,19.9,5.6,10.1,37.9,19.9,0.0,0.4,8,6299712,60.5,33.1,37.2,25.8,872.6,876.6,30.5,14.9,8.0,6.4,15.2,11.0,75.4,43.8,46.4,24.5,0.0,0.0,927.7,633.5,0.0
37.7,26.6,18.3,872.7,27.3,7.5,12.0,41.0,19.0,0.0,999.9,0,6300576,60.4,32.8,37.2,25.6,872.6,876.1,30.4,15.3,8.0,6.4,15.2,11.0,75.1,43.4,46.3,24.2,0.0,0.0,922.2,600.2,0.0
37.7,33.2,19.0,875.5,29.8,8.6,11.1,45.0,19.0,0.0,999.9,0,6301440,60.2,32.4,37.2,25.1,872.5,875.8,30.4,15.9,8.0,6.5,15.2,11.1,74.9,43.0,46.1,23.8,0.0,0.0,922.2,600.2,0.0
37.7,35.0,22.8,876.9,25.3,6.0,10.1,46.0,25.0,0.0,999.9,0,6302304,60.0,32.2,37.1,24.7,872.6,875.7,30.3,16.7,8.0,6.6,15.2,11.3,74.8,42.8,46.0,23.5,0.0,0.0,922.2,600.2,0.0
37.7,31.6,22.9,882.2,16.6,5.0,8.9,45.0,21.9,0.0,999.9,0,6303168,59.9,32.2,37.0,24.4,872.6,875.8,30.3,17.5,8.0,6.7,15.2,11.3,74.6,42.5,45.9,23.4,0.0,0.0,922.2,600.2,0.0
37.7,33.6,24.7,886.0,15.9,6.5,8.9,46.0,21.9,0.0,999.9,0,6304032,59.7,32.1,36.8,24.1,872.7,876.0,30.1,18.0,8.0,6.7,15.1,11.3,74.5,42.4,45.7,23.2,0.0,0.0,922.2,600.2,0.0
37.7,30.3,25.4,887.4,8.2,4.6,7.0,46.9,21.0,0.0,999.9,0,6304896,59.5,32.0,36.8,23.9,872.8,876.4,30.0,18.4,8.0,6.8,15.1,11.4,74.2,42.4,45.6,23.1,0.0,0.0,922.2,600.2,0.0
37.7,27.3,24.7,886.1,3.1,4.4,8.0,43.0,19.9,0.0,999.9,32,6305760,59.3,31.7,36.7,23.6,872.9,877.2,29.9,18.5,7.9,6.7,15.0,11.1,74.0,42.3,45.4,22.9,0.0,0.0,922.2,600.2,0.0
37.7,22.8,22.3,883.2,0.2,3.1,7.0,37.0,18.0,0.01,0.4,40,6306624,59.0,31.3,36.6,23.3,873.0,877.9,29.7,17.7,7.9,6.6,14.9,10.8,73.7,42.1,45.2,22.4,0.0,0.0,922.2,600.2,0.0
37.7,22.4,21.6,877.9,0.6,2.9,5.1,26.1,18.0,0.01,0.4,40,6307488,58.7,30.6,36.6,22.9,873.0,878.6,29.5,17.0,7.9,6.2,14.9,10.2,73.4,41.6,45.0,21.9,0.0,0.0,916.6,566.9,0.0
37.7,25.1,23.9,870.1,0.6,2.6,7.0,30.0,19.0,0.0,0.4,40,6308352,58.4,30.2,36.5,22.8,873.1,878.7,29.3,16.1,7.8,5.9,14.8,9.7,73.0,40.7,44.7,21.6,0.0,0.0,911.1,566.9,0.0
37.7,28.9,25.3,872.2,3.1,5.2,12.0,35.1,21.9,0.0,0.4,40,6309216,58.1,30.2,36.4,22.9,873.1,878.2,29.1,15.6,7.8,5.8,14.8,9.6,72.7,40.6,44.5,21.7,0.0,0.0,905.5,566.8,0.0
37.7,25.9,21.5,875.3,10.6,4.7,11.1,37.0,18.0,0.0,0.4,0,6310080,57.8,30.3,36.3,23.1,873.1,877.7,28.8,15.1,7.8,5.7,14.8,9.7,72.3,40.6,44.3,21.9,0.0,0.0,900.0,566.8,0.0
37.7,27.8,20.5,878.8,20.1,7.8,13.0,42.1,18.0,0.0,0.4,0,6310944,57.5,30.3,36.2,23.2,873.1,877.5,28.7,15.0,7.8,5.7,14.7,9.8,72.0,40.6,44.1,21.9,0.0,0.0,894.4,566.8,0.0
37.7,32.7,22.5,871.8,25.3,5.6,8.9,46.0,19.9,0.0,999.9,0,6311808,57.2,30.3,36.1,23.2,873.2,877.4,28.5,15.5,7.7,5.8,14.7,9.9,71.7,40.7,43.8,21.9,0.0,0.0,888.9,566.8,0.0
37.7,33.7,27.1,863.4,17.1,8.0,17.1,46.9,23.0,0.12,2.0,40,6312672,56.9,30.5,36.1,23.2,873.2,876.8,28.4,16.2,7.7,5.8,14.7,9.9,71.4,41.0,43.6,21.9,0.0,0.0,888.9,600.1,0.0
37.7,18.9,13.9,873.0,28.2,5.7,8.9,27.0,7.0,0.03,1.2,0,6313536,56.6,30.6,36.0,23.3,873.1,876.1,28.3,16.6,7.7,5.9,14.7,10.2,71.1,41.2,43.4,21.9,0.0,0.0,883.3,566.8,0.0
37.7,19.3,12.8,880.7,22.2,7.3,15.0,28.0,7.0,0.0,1.2,8,6314400,56.3,30.2,35.8,22.9,873.1,875.8,28.3,17.4,7.7,5.9,14.7,10.2,70.7,40.7,43.1,21.4,0.0,0.0,877.8,533.6,0.0
37.7,28.3,21.6,879.7,11.5,7.0,14.0,35.1,10.0,0.04,2.0,8,6315264,55.9,29.8,35.7,22.5,873.2,876.0,28.2,18.0,7.7,6.0,14.7,10.4,70.3,40.1,42.8,20.9,0.0,0.0,872.2,500.3,0.0
37.7,24.8,18.7,881.4,20.4,6.6,12.0,37.9,17.1,0.03,2.0,0,6316128,55.6,29.5,35.5,22.2,873.2,876.2,28.1,18.3,7.7,6.1,14.6,10.6,69.9,39.9,42.5,20.5,0.0,0.0,866.7,467.0,0.0
37.7,25.7,20.1,877.3,15.5,6.3,11.1,37.9,17.1,0.0,1.2,0,6316992,55.3,29.1,35.4,21.7,873.3,876.3,28.1,18.7,7.7,6.2,14.5,10.8,69.6,39.6,42.2,20.0,0.0,0.0,861.1,433.7,0.0
37.7,42.1,28.8,872.1,33.3,11.3,18.1,48.0,37.0,0.0,0.4,16,6317856,55.0,28.8,35.2,21.5,873.3,876.2,28.0,18.2,7.7,6.2,14.5,10.8,69.3,39.3,42.0,19.6,0.0,0.0,855.6,400.5,0.0
37.7,42.1,34.3,877.0,31.9,8.3,13.0,57.9,35.1,0.04,0.4,16,6318720,54.8,28.9,35.1,21.5,873.3,876.3,28.1,18.7,7.7,6.3,14.6,11.0,69.0,39.2,41.8,19.8,0.0,0.0,850.0,367.1,0.0
37.7,41.8,30.6,876.8,30.0,6.8,11.1,57.9,35.1,0.0,999.9,0,6319584,54.7,29.2,35.0,21.9,873.3,876.4,28.1,18.7,7.7,6.3,14.5,10.9,68.9,39.5,41.7,20.3,0.0,0.0,844.5,333.8,0.0
