level,TEMP,DEWP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,SNDP,FRSHTT,timestamp,TEMP_180,TEMP_30,DEWP_180,DEWP_30,STP_180,STP_30,VISIB_180,VISIB_30,WDSP_180,WDSP_30,MXSPD_180,MXSPD_30,MAX_180,MAX_30,MIN_180,MIN_30,PRCP_180,PRCP_30,SNDP_180,SNDP_30,delta
28.0,66.0,30.6,874.5,10.0,5.9,12.0,87.1,46.0,0.0,999.9,0,12842748,63.6,71.7,37.4,39.5,869.2,870.0,9.8,10.0,7.7,8.0,16.5,16.6,78.3,88.7,49.6,55.7,0.1,0.1,983.3,999.9,0.0
28.0,71.9,31.4,872.0,10.0,7.3,14.0,88.0,52.0,0.0,999.9,0,12843612,63.7,71.5,37.4,39.3,869.2,870.2,9.8,10.0,7.7,8.0,16.5,16.5,78.5,88.6,49.7,55.3,0.1,0.1,983.3,999.9,0.0
28.0,73.7,30.3,869.8,10.0,10.9,25.1,89.1,57.0,0.0,999.9,0,12844476,63.9,71.5,37.4,38.9,869.1,870.3,9.8,10.0,7.7,8.1,16.5,16.7,78.6,88.6,49.8,55.2,0.1,0.1,983.3,999.9,0.0
28.0,65.9,38.7,872.4,10.0,5.6,19.0,89.1,52.0,0.0,999.9,0,12845340,64.0,71.4,37.3,38.5,869.1,870.2,9.8,10.0,7.8,8.3,16.5,17.2,78.7,88.4,49.9,55.1,0.1,0.1,983.3,999.9,0.0
28.0,69.5,32.9,872.0,10.0,7.0,12.0,89.1,52.0,0.0,999.9,0,12846204,64.2,70.9,37.4,38.5,869.1,870.3,9.8,10.0,7.8,8.3,16.6,17.4,78.9,88.2,50.1,54.9,0.1,0.1,983.3,999.9,0.0
27.9,72.3,31.8,869.5,10.0,9.4,19.0,91.0,54.0,0.0,999.9,0,12847068,64.3,70.5,37.4,38.3,869.1,870.4,9.8,10.0,7.8,8.4,16.6,17.4,79.2,87.9,50.2,54.5,0.1,0.1,983.3,999.9,-0.10000000000000142
27.9,74.9,25.5,868.9,10.0,9.7,14.0,91.0,57.9,0.0,999.9,0,12847932,64.5,70.1,37.5,38.0,869.0,870.4,9.8,10.0,7.8,8.4,16.6,17.5,79.3,87.8,50.4,54.2,0.1,0.1,983.3,999.9,0.0
27.9,76.5,23.8,867.8,10.0,12.1,22.9,95.0,62.1,0.0,999.9,0,12848796,64.7,70.2,37.5,37.1,869.0,870.3,9.8,10.0,7.8,8.3,16.6,17.2,79.5,87.8,50.5,54.3,0.1,0.1,983.3,999.9,0.0
27.9,71.5,29.2,865.8,9.9,8.6,18.1,95.0,53.1,0.0,999.9,0,12849660,64.9,70.3,37.4,36.3,869.0,870.2,9.8,10.0,7.8,8.4,16.6,17.4,79.7,87.9,50.7,54.5,0.1,0.0,983.3,999.9,0.0
27.9,64.8,35.2,865.5,10.0,6.5,15.9,86.0,50.0,0.0,999.9,0,12850524,65.0,69.9,37.5,35.8,869.0,870.2,9.8,10.0,7.8,8.2,16.6,17.4,79.9,87.8,50.8,54.3,0.1,0.0,983.3,999.9,0.0
27.9,71.5,40.0,859.8,10.0,9.2,21.0,86.0,51.1,0.0,999.9,18,12851388,65.1,69.2,37.5,35.5,868.9,870.2,9.8,10.0,7.8,7.9,16.6,16.8,80.1,87.4,50.9,53.6,0.1,0.0,983.3,999.9,0.0
27.9,62.4,38.1,867.2,10.0,6.0,20.0,78.1,48.9,0.02,999.9,0,12852252,65.3,69.5,37.6,35.4,868.9,869.6,9.8,10.0,7.8,8.0,16.6,16.7,80.2,87.7,51.0,53.5,0.1,0.0,983.3,999.9,0.0
27.8,65.1,32.9,875.4,10.0,7.1,11.1,82.0,48.9,0.0,999.9,0,12853116,65.4,69.3,37.7,35.5,868.8,869.2,9.8,10.0,7.8,8.1,16.6,17.0,80.4,87.5,51.1,53.4,0.1,0.0,983.3,999.9,-0.09999999999999787
27.9,67.4,31.9,879.2,10.0,4.9,8.0,82.4,55.4,0.0,999.9,0,12853980,65.6,69.1,37.7,35.2,868.8,869.1,9.8,10.0,7.8,8.2,16.6,17.1,80.5,87.2,51.2,53.3,0.1,0.0,983.3,999.9,0.09999999999999787
27.8,70.4,37.3,875.7,10.0,6.0,9.9,86.0,57.2,0.0,999.9,0,12854844,65.6,68.7,37.8,35.0,868.9,869.3,9.8,10.0,7.8,8.0,16.5,16.7,80.6,86.6,51.4,53.2,0.1,0.0,983.3,999.9,-0.09999999999999787
27.8,70.7,37.0,875.1,10.0,5.4,9.9,84.2,57.2,0.0,999.9,0,12855708,65.7,68.2,37.9,34.8,869.0,869.6,9.8,10.0,7.7,7.9,16.4,16.4,80.7,86.2,51.5,53.1,0.1,0.0,983.3,999.9,0.0
27.8,71.6,36.3,874.1,10.0,5.7,8.9,89.1,59.0,0.0,999.9,0,12856572,65.9,68.1,37.9,34.4,869.1,870.1,9.9,10.0,7.7,7.6,16.4,15.7,80.8,85.9,51.6,52.8,0.1,0.0,983.3,999.9,0.0
27.8,68.9,30.1,872.4,10.0,5.1,8.9,88.0,52.0,0.0,999.9,0,12857436,66.1,68.0,38.0,34.4,869.1,870.6,9.9,10.0,7.7,7.4,16.3,15.1,81.1,85.9,51.7,52.8,0.0,0.0,983.3,999.9,0.0
27.8,67.7,30.2,871.5,10.0,3.9,8.9,88.0,52.0,0.0,999.9,0,12858300,66.2,68.3,38.0,34.0,869.1,870.8,9.9,10.0,7.7,7.2,16.3,14.8,81.3,86.2,51.9,53.0,0.0,0.0,983.3,999.9,0.0
27.8,69.7,29.5,873.6,10.0,5.9,8.9,89.1,52.0,0.0,999.9,0,12859164,66.4,68.6,38.0,33.6,869.2,870.8,9.9,10.0,7.6,7.2,16.2,14.8,81.6,86.7,52.0,53.0,0.0,0.0,983.3,999.9,0.0
27.8,70.4,34.3,874.1,10.0,5.6,11.1,89.1,54.0,0.0,999.9,0,12860028,66.6,68.7,38.1,33.3,869.2,870.8,9.9,10.0,7.6,7.3,16.2,14.8,81.8,87.0,52.1,53.0,0.0,0.0,983.3,999.9,0.0
27.8,72.0,38.9,871.9,10.0,7.0,14.0,88.0,57.0,0.0,999.9,16,12860892,66.7,68.8,38.1,33.1,869.3,870.8,9.9,10.0,7.6,7.3,16.1,14.8,82.0,87.3,52.2,53.1,0.0,0.0,983.3,999.9,0.0
27.6,67.4,47.0,870.3,10.0,12.2,20.0,86.0,57.9,0.0,999.9,18,12861756,66.9,68.9,38.2,32.9,869.3,870.7,9.9,10.0,7.5,7.4,16.0,15.0,82.2,87.3,52.4,53.2,0.0,0.0,988.8,999.9,-0.1999999999999993
27.7,62.1,46.7,871.8,10.0,10.1,19.0,73.0,55.9,0.02,999.9,0,12862620,67.1,68.6,38.3,33.2,869.3,870.6,9.9,10.0,7.6,7.6,16.0,15.2,82.4,87.0,52.6,53.3,0.0,0.0,994.4,999.9,0.09999999999999787
27.7,62.4,48.1,875.1,10.0,7.6,27.0,72.0,55.9,0.04,999.9,16,12863484,67.2,68.2,38.4,33.7,869.3,870.8,9.9,10.0,7.6,7.7,16.1,15.2,82.5,86.3,52.7,53.1,0.0,0.0,994.4,999.9,0.0
27.8,57.1,45.7,873.2,10.0,4.5,11.1,72.0,51.1,0.03,999.9,18,12864348,67.3,68.3,38.5,34.6,869.3,871.0,9.9,10.0,7.6,7.7,16.1,15.4,82.6,85.9,52.8,53.6,0.0,0.0,994.4,999.9,0.10000000000000142
27.7,54.2,41.9,874.8,10.0,5.6,17.1,66.9,48.0,0.05,999.9,18,12865212,67.3,68.1,38.6,35.1,869.3,871.1,9.9,10.0,7.6,7.7,16.1,15.5,82.6,85.3,52.9,53.8,0.0,0.0,994.4,999.9,-0.10000000000000142
27.7,56.1,41.2,879.3,10.0,4.1,7.0,64.0,48.0,0.02,999.9,0,12866076,67.3,67.4,38.7,35.2,869.3,871.5,9.9,10.0,7.6,7.4,16.1,15.2,82.6,84.7,53.0,53.3,0.0,0.0,994.4,999.9,0.0
27.7,53.6,40.4,879.3,10.0,5.5,8.0,68.0,44.1,0.0,999.9,0,12866940,67.3,67.0,38.8,35.6,869.4,872.1,9.9,10.0,7.5,7.0,16.0,14.7,82.6,83.9,53.0,53.0,0.0,0.0,994.4,999.9,0.0
27.7,56.6,44.0,875.0,10.0,5.7,9.9,68.0,44.1,0.0,999.9,0,12867804,67.4,66.9,38.9,35.7,869.5,872.3,9.9,10.0,7.5,7.0,15.9,14.4,82.7,83.7,53.1,52.9,0.0,0.0,994.4,999.9,0.0
27.7,53.2,37.4,879.7,10.0,3.9,9.9,68.0,39.9,0.0,999.9,0,12868668,67.4,66.8,39.0,36.0,869.5,872.2,9.9,10.0,7.5,7.0,15.9,14.4,82.7,83.3,53.2,52.9,0.0,0.0,994.4,999.9,0.0
27.7,52.0,31.5,883.0,10.0,4.0,8.0,66.9,39.0,0.0,999.9,0,12869532,67.4,66.4,39.0,36.3,869.6,872.4,9.9,10.0,7.5,6.9,15.9,14.3,82.7,82.7,53.2,52.7,0.0,0.0,994.4,999.9,0.0
27.7,54.5,31.0,881.0,10.0,5.3,7.0,73.0,41.0,0.0,999.9,0,12870396,67.4,65.7,39.0,36.3,869.6,872.8,9.9,10.0,7.5,6.8,15.9,14.1,82.7,82.0,53.2,52.2,0.0,0.0,994.4,999.9,0.0
27.7,57.3,33.1,876.4,10.0,4.3,7.0,75.9,41.0,0.0,999.9,0,12871260,67.4,65.1,38.9,36.3,869.7,873.1,9.9,10.0,7.5,6.6,15.9,13.5,82.7,81.5,53.1,51.7,0.0,0.0,994.4,999.9,0.0
27.7,59.2,32.3,874.4,10.0,4.6,11.1,79.0,42.1,0.0,999.9,0,12872124,67.4,64.8,38.9,36.1,869.7,873.3,9.9,10.0,7.5,6.6,15.9,13.1,82.7,81.0,53.1,51.3,0.0,0.0,994.4,999.9,0.0
27.6,63.4,36.0,872.1,10.0,4.7,9.9,79.0,45.0,0.0,999.9,16,12872988,67.3,64.5,38.9,36.1,869.8,873.4,9.9,10.0,7.5,6.5,15.9,13.1,82.7,80.7,53.1,51.0,0.0,0.0,994.4,999.9,-0.09999999999999787
27.7,60.5,44.0,872.2,10.0,6.1,15.9,73.9,53.1,0.0,999.9,0,12873852,67.3,64.2,38.9,36.2,869.8,873.4,9.9,10.0,7.4,6.4,15.8,12.8,82.7,80.3,53.0,50.7,0.0,0.0,994.4,999.9,0.09999999999999787
27.7,55.3,38.5,874.1,10.0,5.1,8.0,70.0,44.1,0.0,999.9,0,12874716,67.3,63.7,39.0,36.8,869.9,873.6,9.9,10.0,7.4,6.2,15.8,12.8,82.7,79.7,53.0,50.5,0.0,0.0,994.4,999.9,0.0
27.6,54.5,34.0,873.6,10.0,4.5,8.9,70.0,42.1,0.0,999.9,0,12875580,67.4,63.0,39.0,37.3,870.0,873.8,9.9,10.0,7.4,6.0,15.7,12.3,82.7,78.9,53.1,49.9,0.0,0.0,994.4,999.9,-0.09999999999999787
27.6,54.8,35.7,870.4,10.0,4.6,8.9,70.0,42.1,0.0,999.9,0,12876444,67.4,62.4,38.9,37.5,870.1,874.0,9.9,10.0,7.4,5.9,15.7,12.0,82.8,78.1,53.1,49.6,0.0,0.0,994.4,999.9,0.0
27.6,56.7,37.4,866.8,10.0,3.9,7.0,68.0,42.1,0.0,999.9,0,12877308,67.5,62.1,39.0,37.5,870.1,874.2,9.9,10.0,7.3,5.8,15.6,11.8,82.8,77.5,53.1,49.3,0.0,0.0,994.4,999.9,0.0
27.6,53.8,41.2,867.2,9.5,5.3,15.0,64.9,50.0,0.0,999.9,16,12878172,67.5,61.6,39.0,37.4,870.0,874.4,9.9,10.0,7.3,5.6,15.6,11.3,82.8,76.9,53.2,49.0,0.0,0.0,994.4,999.9,0.0
27.5,50.3,45.0,867.6,9.9,12.4,28.0,57.0,46.9,0.26,999.9,16,12879036,67.5,61.3,39.1,37.5,870.0,874.4,9.9,10.0,7.3,5.6,15.6,11.2,82.8,76.5,53.2,49.0,0.0,0.0,994.4,999.9,-0.10000000000000142
27.9,46.2,36.0,861.7,8.7,16.4,35.9,57.9,33.1,0.9,999.9,26,12879900,67.5,60.8,39.2,37.9,870.0,874.2,9.9,10.0,7.3,5.8,15.6,11.7,82.7,75.6,53.3,49.0,0.0,0.0,994.4,999.9,0.3999999999999986
27.8,42.1,28.6,867.5,10.0,7.1,19.0,55.0,33.1,0.13,999.9,16,12880764,67.4,60.1,39.2,38.1,870.0,873.6,9.9,9.9,7.3,6.2,15.6,12.7,82.7,74.8,53.2,48.2,0.0,0.0,994.4,999.9,-0.09999999999999787
27.7,36.9,30.6,876.7,8.2,4.5,14.0,48.9,32.0,0.32,1.2,58,12881628,67.4,59.1,39.2,37.8,870.1,873.3,9.9,9.9,7.3,6.2,15.7,13.0,82.7,73.8,53.3,47.4,0.0,0.0,999.9,999.9,-0.10000000000000142
27.6,42.5,24.5,881.1,10.0,5.2,11.1,59.0,32.0,0.02,1.2,0,12882492,67.4,58.0,39.2,37.6,870.1,873.4,9.9,9.9,7.3,6.2,15.6,13.1,82.7,72.6,53.3,46.6,0.0,0.1,994.4,966.6,-0.09999999999999787
27.7,53.5,29.7,875.1,10.0,10.2,17.1,69.1,33.1,0.0,999.9,0,12883356,67.4,57.0,39.1,37.2,870.2,873.6,9.9,9.9,7.3,6.2,15.6,13.2,82.7,71.6,53.2,45.7,0.0,0.1,988.8,933.3,0.09999999999999787
27.7,52.6,36.9,868.5,10.0,7.1,22.0,69.1,46.0,0.0,999.9,18,12884220,67.5,56.5,39.1,37.1,870.3,873.7,9.9,9.9,7.3,6.3,15.6,13.5,82.8,71.0,53.2,45.1,0.0,0.1,988.8,933.3,0.0
27.6,50.0,39.6,872.8,9.6,3.7,12.0,64.0,45.0,0.29,999.9,16,12885084,67.5,56.0,39.2,37.4,870.3,873.6,9.9,9.9,7.3,6.4,15.6,13.9,82.9,70.4,53.3,44.9,0.0,0.1,988.8,933.3,-0.09999999999999787
27.7,47.9,37.3,881.4,10.0,3.6,7.0,60.1,37.9,0.0,999.9,0,12885948,67.5,55.4,39.2,37.7,870.3,873.6,9.9,9.9,7.3,6.4,15.5,14.0,82.8,69.5,53.3,44.6,0.0,0.1,988.8,933.3,0.09999999999999787
27.7,48.3,36.4,886.5,10.0,4.9,8.9,61.0,39.0,0.0,999.9,0,12886812,67.5,54.6,39.3,37.8,870.3,873.8,9.9,9.9,7.2,6.3,15.4,13.9,82.8,68.6,53.4,44.1,0.0,0.1,988.8,933.3,0.0
27.7,49.1,38.7,885.3,10.0,4.2,7.0,63.0,37.9,0.0,999.9,0,12887676,67.5,53.8,39.4,37.7,870.4,874.3,9.9,9.9,7.2,6.2,15.4,13.7,82.8,67.7,53.4,43.5,0.0,0.1,988.8,933.3,0.0
27.7,50.8,40.3,880.8,10.0,3.3,7.0,66.0,37.9,0.0,999.9,0,12888540,67.5,53.2,39.5,37.4,870.5,874.8,9.9,9.9,7.2,6.0,15.3,13.3,82.9,66.9,53.4,42.8,0.0,0.1,988.8,933.3,0.0
27.7,51.7,41.2,875.8,10.0,3.6,6.0,69.1,39.9,0.0,999.9,0,12889404,67.5,52.8,39.6,37.2,870.5,875.1,9.9,9.9,7.2,5.7,15.3,12.9,82.8,66.7,53.4,42.2,0.0,0.1,988.8,933.3,0.0
27.7,54.5,41.2,872.5,9.8,5.3,17.1,70.0,39.9,0.0,999.9,0,12890268,67.5,52.5,39.6,37.0,870.6,875.1,9.9,9.9,7.2,5.6,15.2,12.2,82.8,66.6,53.4,41.7,0.0,0.1,988.8,933.3,0.0
27.6,55.8,35.8,870.8,10.0,10.1,21.0,70.0,43.0,0.0,999.9,0,12891132,67.5,52.4,39.7,36.9,870.6,875.1,9.9,9.9,7.2,5.6,15.2,12.4,82.8,66.5,53.4,41.3,0.0,0.1,988.8,933.3,-0.09999999999999787
27.8,49.6,34.7,864.1,7.6,9.2,20.0,61.0,33.8,0.0,999.9,24,12892032,67.6,52.5,39.6,36.6,870.7,875.0,9.9,9.9,7.2,5.8,15.2,12.5,82.9,66.6,53.4,41.1,0.0,0.1,988.8,933.3,0.1999999999999993
27.8,35.6,30.6,868.9,8.5,5.9,14.0,39.0,30.2,0.9,999.9,24,12892896,67.6,52.2,39.6,36.4,870.7,874.4,9.9,9.8,7.2,5.9,15.3,12.9,82.9,66.5,53.4,40.7,0.0,0.1,988.8,933.3,0.0
27.8,34.3,23.9,868.1,10.0,6.1,9.9,41.0,28.9,0.04,999.9,8,12893760,67.5,51.6,39.6,36.1,870.7,874.1,9.9,9.7,7.2,6.0,15.3,13.1,82.8,65.5,53.3,40.2,0.0,0.1,988.8,933.3,0.0
27.8,35.8,28.0,875.7,10.0,5.7,11.1,44.1,28.9,0.0,999.9,0,12894624,67.4,50.9,39.5,35.4,870.6,873.9,9.9,9.7,7.2,6.0,15.2,13.1,82.7,64.6,53.3,39.7,0.0,0.1,988.8,933.3,0.0
27.7,39.0,26.3,884.0,10.0,3.9,8.9,46.9,29.1,0.0,999.9,0,12895488,67.3,50.3,39.5,35.1,870.6,873.7,9.9,9.7,7.2,6.0,15.2,13.2,82.5,63.8,53.2,39.3,0.0,0.1,988.8,933.3,-0.10000000000000142
27.8,38.2,29.3,883.0,10.0,4.5,9.9,46.9,34.0,0.0,999.9,0,12896352,67.2,49.9,39.4,35.0,870.7,873.8,9.9,9.7,7.2,6.0,15.2,13.2,82.4,63.2,53.1,39.0,0.0,0.1,988.8,933.3,0.10000000000000142
27.7,37.7,28.1,876.8,10.0,4.4,9.9,43.0,34.0,0.0,999.9,16,12897216,67.0,49.3,39.4,34.9,870.8,873.8,9.9,9.7,7.2,6.0,15.2,13.3,82.2,62.3,53.1,38.8,0.0,0.1,988.8,933.3,-0.10000000000000142
27.8,41.4,36.4,870.5,9.6,7.0,13.0,52.0,36.0,0.14,999.9,16,12898080,66.9,48.7,39.3,34.7,870.9,873.8,9.9,9.7,7.1,6.0,15.2,13.4,82.0,61.2,53.0,38.5,0.0,0.1,988.8,933.3,0.10000000000000142
27.9,45.6,33.8,868.8,9.9,12.5,28.0,53.1,37.0,0.01,999.9,16,12898944,66.8,48.1,39.3,34.9,870.9,873.7,9.9,9.7,7.2,6.1,15.2,13.4,81.9,60.3,52.9,38.3,0.0,0.1,988.8,933.3,0.09999999999999787
27.7,39.7,27.2,875.8,10.0,7.2,14.0,53.1,30.0,0.01,999.9,0,12899808,66.7,47.5,39.3,34.8,870.9,873.6,9.9,9.7,7.2,6.3,15.2,14.0,81.8,59.4,52.9,38.1,0.0,0.1,988.8,933.3,-0.1999999999999993
27.8,46.4,19.3,872.8,10.0,11.4,20.0,60.1,32.0,0.0,999.9,0,12900672,66.6,46.8,39.2,34.2,870.9,873.7,9.9,9.7,7.2,6.4,15.2,14.0,81.7,58.7,52.8,37.3,0.0,0.1,988.8,933.3,0.10000000000000142
27.7,55.6,17.1,865.1,10.0,18.0,22.0,59.0,54.0,0.0,999.9,0,12901536,66.6,46.5,39.1,33.6,871.0,873.7,9.9,9.7,7.2,6.6,15.2,14.4,81.7,58.4,52.7,36.9,0.0,0.1,988.8,933.3,-0.10000000000000142
27.7,53.0,25.5,858.4,10.0,19.0,26.0,57.0,34.0,0.0,999.9,26,12902400,66.7,46.5,39.0,33.0,871.0,873.4,9.9,9.7,7.3,7.0,15.3,14.8,81.7,58.0,52.8,37.3,0.0,0.1,988.8,933.3,0.0
27.7,33.3,31.1,859.2,3.6,7.0,28.9,39.0,30.2,0.61,2.0,58,12903264,66.7,46.5,39.0,32.7,871.0,873.0,9.9,9.7,7.3,7.5,15.3,15.4,81.7,57.6,52.8,37.0,0.0,0.1,988.8,933.3,0.0
27.7,33.3,22.6,863.7,10.0,8.4,15.0,39.0,28.9,0.13,1.2,0,12904128,66.6,45.7,39.0,32.5,870.9,872.8,9.9,9.5,7.3,7.6,15.4,16.1,81.5,56.6,52.8,36.6,0.0,0.1,983.3,900.1,0.0
27.6,36.9,20.1,862.8,10.0,18.5,31.1,39.9,29.1,0.0,2.0,0,12904992,66.5,45.0,38.9,31.9,870.9,872.6,9.9,9.5,7.4,7.7,15.4,16.1,81.3,55.8,52.7,35.9,0.0,0.1,977.7,866.8,-0.09999999999999787
27.9,18.1,8.4,867.8,8.1,9.2,29.9,39.9,8.1,0.16,3.1,40,12905856,66.3,44.6,38.8,31.0,870.9,872.5,9.9,9.5,7.4,7.9,15.5,16.2,81.1,55.2,52.6,35.3,0.0,0.1,972.2,833.5,0.29999999999999716
27.7,13.5,3.5,877.6,10.0,5.5,12.0,24.1,6.1,0.0,2.0,0,12906720,66.1,43.6,38.6,30.1,870.9,872.7,9.9,9.5,7.4,7.7,15.5,16.0,80.9,54.6,52.4,34.5,0.0,0.1,966.6,800.3,-0.1999999999999993
27.7,18.2,7.5,882.6,10.0,3.2,9.9,28.9,8.1,0.0,2.0,0,12907584,65.8,42.7,38.4,29.3,870.9,873.0,9.9,9.5,7.4,7.6,15.5,15.8,80.7,53.6,52.2,33.6,0.0,0.1,961.1,767.0,0.0
27.8,21.3,14.8,871.0,10.0,1.9,8.0,28.9,12.9,0.0,2.0,0,12908448,65.7,42.1,38.3,28.5,871.0,873.2,9.9,9.6,7.4,7.6,15.5,15.7,80.5,52.9,52.0,32.8,0.0,0.1,955.5,767.0,0.10000000000000142
27.8,25.8,22.8,859.8,4.3,5.1,15.9,28.4,23.0,0.03,5.9,40,12909312,65.4,41.4,38.1,28.2,871.0,872.9,9.9,9.6,7.4,7.5,15.5,15.6,80.2,51.9,51.8,32.2,0.0,0.1,950.0,767.1,0.0
27.9,24.4,19.6,873.3,5.2,7.7,12.0,28.0,18.0,0.49,9.1,8,12910176,65.2,40.4,38.0,27.9,870.9,872.4,9.9,9.4,7.4,7.3,15.5,15.5,79.9,50.6,51.7,31.8,0.0,0.1,944.5,733.9,0.09999999999999787
27.8,17.3,11.4,884.7,10.0,5.3,8.9,28.0,9.0,0.04,7.9,0,12911040,65.0,39.5,37.8,27.4,870.9,872.5,9.8,9.2,7.4,7.3,15.5,15.2,79.6,49.2,51.5,30.9,0.0,0.1,939.0,700.9,-0.09999999999999787
27.8,27.2,21.2,880.0,9.5,3.5,8.9,32.0,25.0,0.0,5.1,8,12911904,64.7,38.4,37.6,26.4,871.0,872.9,9.8,9.2,7.4,7.4,15.5,15.1,79.4,48.0,51.3,29.7,0.0,0.1,933.5,667.8,0.0
27.8,26.3,22.9,875.6,5.4,2.4,7.0,36.0,16.0,0.0,3.1,0,12912768,64.5,37.7,37.5,25.9,871.1,872.9,9.8,9.2,7.4,7.4,15.5,15.1,79.1,47.0,51.1,29.3,0.0,0.1,927.9,634.7,0.0
27.8,33.1,29.5,871.4,5.8,3.5,9.9,37.0,16.0,0.0,2.0,16,12913632,64.3,37.0,37.3,25.4,871.1,872.5,9.8,9.1,7.3,7.3,15.4,15.1,78.8,46.2,50.9,28.5,0.0,0.1,922.4,601.5,0.0
27.8,33.9,31.1,875.4,4.2,0.9,4.1,37.9,30.0,0.0,1.2,16,12914496,64.0,36.4,37.2,25.1,871.1,872.0,9.8,8.9,7.3,7.3,15.4,15.2,78.5,45.3,50.6,27.8,0.0,0.1,916.9,568.2,0.0
27.8,34.4,33.4,876.7,2.2,2.2,6.0,37.4,33.1,0.03,1.2,48,12915360,63.8,35.9,37.0,24.8,871.2,871.9,9.8,8.7,7.3,7.2,15.3,15.1,78.3,44.4,50.5,27.5,0.0,0.1,911.3,534.9,0.0
27.8,33.9,32.9,876.2,3.6,3.5,14.0,45.0,30.0,0.0,999.9,48,12916224,63.7,35.3,37.0,24.6,871.2,871.9,9.7,8.5,7.3,7.2,15.2,15.1,78.0,43.4,50.3,27.3,0.0,0.1,905.8,501.6,0.0
27.9,38.6,35.3,880.7,8.0,2.2,7.0,46.9,30.2,0.04,999.9,16,12917088,63.4,34.6,36.9,24.3,871.2,872.0,9.7,8.2,7.3,7.1,15.2,15.0,77.8,42.5,50.2,26.9,0.0,0.1,905.8,501.6,0.09999999999999787
27.9,34.9,30.9,879.0,8.9,3.8,8.9,46.9,28.9,0.0,999.9,0,12917952,63.3,34.0,36.8,24.3,871.3,872.3,9.7,8.2,7.2,6.8,15.1,14.5,77.6,41.8,50.1,26.5,0.0,0.1,905.8,501.6,0.0
27.9,37.4,33.4,874.5,9.5,4.8,8.9,44.1,29.1,0.0,999.9,16,12918816,63.2,33.6,36.7,24.1,871.4,872.8,9.7,8.2,7.2,6.6,15.1,14.1,77.5,41.3,49.9,26.4,0.0,0.1,905.8,501.6,0.0
27.9,40.8,36.5,871.8,9.0,7.0,21.0,46.0,35.1,0.02,999.9,24,12919680,63.1,33.6,36.7,24.2,871.4,873.0,9.7,8.3,7.2,6.6,15.1,14.0,77.4,41.5,49.8,26.3,0.0,0.1,905.8,501.6,0.0
27.9,37.9,33.7,877.6,10.0,2.7,7.0,46.0,35.1,0.21,999.9,16,12920544,63.0,33.8,36.6,24.7,871.4,873.2,9.7,8.2,7.2,6.6,15.1,14.3,77.3,41.6,49.8,26.5,0.0,0.1,905.8,501.6,0.0
28.0,43.9,33.6,880.5,10.0,5.2,9.9,55.0,35.1,0.01,999.9,16,12921408,62.9,33.9,36.5,24.9,871.4,873.2,9.7,8.2,7.2,6.5,15.1,14.2,77.1,41.7,49.7,26.7,0.0,0.1,905.8,501.6,0.10000000000000142
28.0,43.2,35.1,875.7,10.0,5.9,8.9,55.0,35.1,0.0,999.9,0,12922272,62.8,34.1,36.5,25.1,871.5,873.1,9.7,8.2,7.2,6.6,15.1,14.2,76.9,41.9,49.6,26.9,0.0,0.1,905.8,501.6,0.0
28.0,42.3,33.4,866.8,10.0,4.8,15.9,55.0,34.0,0.0,999.9,0,12923136,62.6,34.2,36.5,25.3,871.6,872.9,9.7,8.2,7.1,6.6,15.0,14.2,76.8,42.2,49.5,27.0,0.0,0.1,905.8,501.6,0.0
28.1,34.8,30.6,865.1,7.2,8.0,22.0,43.0,28.4,0.22,1.2,24,12924000,62.6,34.4,36.5,25.5,871.5,872.5,9.7,8.2,7.1,6.6,14.9,14.4,76.7,42.6,49.4,27.0,0.0,0.1,905.8,501.6,0.10000000000000142
28.1,25.3,19.4,870.8,10.0,3.4,8.0,37.0,17.1,0.04,1.2,0,12924864,62.4,34.2,36.4,25.3,871.5,872.3,9.6,8.1,7.1,6.7,15.0,14.7,76.5,42.3,49.4,26.7,0.0,0.1,900.2,468.3,0.0
28.1,23.6,15.8,870.4,10.0,3.9,9.9,32.0,17.1,0.0,1.2,0,12925728,62.1,33.5,36.3,24.8,871.5,872.4,9.6,8.2,7.1,6.4,14.9,14.0,76.2,41.8,49.2,26.1,0.0,0.1,894.7,435.0,0.0
28.1,30.5,26.8,865.6,7.4,4.0,11.1,35.1,18.0,0.01,1.2,8,12926592,61.8,33.0,36.3,24.4,871.5,872.2,9.6,8.2,7.0,6.3,14.8,13.9,75.9,41.1,49.0,25.6,0.0,0.1,889.1,401.7,0.0
28.1,38.2,36.2,860.3,7.2,7.9,17.1,48.9,27.1,0.04,1.2,16,12927456,61.6,32.4,36.2,24.7,871.5,872.0,9.6,8.1,7.0,6.0,14.8,13.6,75.6,40.2,48.8,25.2,0.0,0.1,883.6,368.5,0.0
28.2,38.5,35.2,859.2,6.7,6.9,22.9,51.1,32.0,0.87,999.9,24,12928320,61.5,31.8,36.2,25.3,871.5,871.8,9.6,8.0,7.0,5.7,14.8,13.4,75.4,39.9,48.7,24.3,0.0,0.1,878.0,335.2,0.09999999999999787
28.2,32.9,31.3,866.2,3.9,2.2,5.1,35.6,30.2,0.24,2.0,8,12929184,61.3,31.4,36.2,25.6,871.4,871.9,9.6,7.9,7.1,5.3,14.9,13.3,75.2,39.7,48.5,24.2,0.0,0.1,878.0,335.2,0.0
