"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72572024127","2008-01-01","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  15.9","24","   6.5","24","1043.3","24","890.1","24"," 10.0","24","  5.9","24","  8.9","999.9","  27.0"," ","   9.0"," "," 0.00","G","  3.1","000000"
"72572024127","2008-01-02","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  14.8","24","   8.6","24","1036.9","24","884.4","24"," 10.0","24","  1.8","24","  8.0","999.9","  26.1"," ","   6.1"," "," 0.00","G","  3.1","000000"
"72572024127","2008-01-03","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  15.7","24","   9.8","24","1026.2","24","875.3","24","  9.8","24","  2.8","24","  8.0","999.9","  26.1"," ","   8.1"," "," 0.00","G","  3.1","000000"
"72572024127","2008-01-04","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  34.9","24","  23.7","24","1014.4","24","867.3","24","  9.4","24"," 10.6","24"," 26.0"," 34.0","  50.0"," ","   8.1"," "," 0.00","G","  1.2","000000"
"72572024127","2008-01-05","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  42.4","24","  29.1","24","1001.6","20","858.8","23","  9.0","24"," 12.6","24"," 28.0"," 39.0","  51.1"," ","  19.2"," "," 0.00","G","  1.2","111000"
"72572024127","2008-01-06","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  32.5","24","  26.7","24","1004.5","22","859.7","24","  8.3","24"," 10.2","24"," 20.0"," 28.0","  50.0"," ","  26.1"," "," 0.40","G","  3.1","111000"
"72572024127","2008-01-07","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  23.8","24","  18.0","24","1011.9","24","864.8","24"," 10.0","24","  4.4","24","  8.0","999.9","  37.0"," ","  15.1"," "," 0.16","G","  2.0","000000"
"72572024127","2008-01-08","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  26.2","24","  19.0","24","1020.3","24","871.7","24"," 10.0","24","  8.3","24"," 22.0"," 31.1","  37.0"," ","  16.0"," "," 0.00","G","  2.0","000000"
"72572024127","2008-01-09","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  34.9","24","  27.4","24","1015.0","19","868.2","24","  7.6","24"," 11.4","24"," 22.0"," 31.1","  39.0","*","  32.0","*"," 0.02","G","  3.1","001000"
"72572024127","2008-01-10","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  26.4","24","  16.1","24","1023.2","16","874.4","24"," 10.0","24","  7.0","24"," 18.1","999.9","  39.0"," ","  16.0"," "," 0.03","G","  3.1","000000"
"72572024127","2008-01-11","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  32.1","24","  24.1","24","1018.8","18","871.6","24","  9.3","24","  6.0","24"," 11.1"," 17.1","  39.0"," ","  27.0"," "," 0.02","G","  2.0","111000"
"72572024127","2008-01-12","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  32.6","24","  27.0","24","1023.8","24","876.0","24","  9.7","24","  6.2","24","  8.0","999.9","  39.0"," ","  27.0"," "," 0.01","G","  2.0","000000"
"72572024127","2008-01-13","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  32.0","24","  26.8","24","1026.4","17","878.7","20","  5.4","24","  3.7","24","  7.0","999.9","  37.9"," ","  28.2"," "," 0.03","G","  2.0","001000"
"72572024127","2008-01-14","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  23.5","24","  18.9","24","1035.0","18","884.4","21","  5.1","24","  3.9","24","  8.0","999.9","  34.0"," ","  12.0"," "," 0.02","G","  2.0","100000"
"72572024127","2008-01-15","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  24.2","24","  17.3","24","1025.4","23","875.9","24","  8.6","24","  7.6","24"," 21.0","999.9","  33.1"," ","  14.0"," "," 0.00","G","  2.0","001000"
"72572024127","2008-01-16","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  16.3","24","   8.0","24","1029.0","24","877.9","24"," 10.0","24","  5.1","24"," 14.0","999.9","  30.9"," ","   8.1"," "," 0.00","G","  2.0","000000"
"72572024127","2008-01-17","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  14.8","24","   5.9","24","1030.2","24","878.3","24"," 10.0","24","  4.8","24","  8.0","999.9","  24.1"," ","   7.0"," "," 0.00","G","  2.0","000000"
"72572024127","2008-01-18","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  22.3","24","  14.8","24","1028.2","24","877.7","24","  8.2","24","  5.0","24","  8.9","999.9","  28.0"," ","  10.0"," "," 0.00","G","  2.0","001000"
"72572024127","2008-01-19","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  25.5","24","  18.1","24","1030.4","24","880.2","24","  9.4","24","  6.8","24"," 15.0","999.9","  35.1"," ","  17.1"," "," 0.01","G","  1.2","000000"
"72572024127","2008-01-20","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  30.0","24","  20.7","24","1013.6","24","866.9","24"," 10.0","24","  6.6","24"," 12.0","999.9","  35.1"," ","  19.9"," "," 0.00","G","  1.2","000000"
"72572024127","2008-01-21","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  27.6","24","  23.3","24","1007.9","13","863.1","18","  4.7","24","  5.5","24"," 12.0","999.9","  35.1"," ","  21.0"," "," 0.09","G","  7.1","101000"
"72572024127","2008-01-22","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  11.5","24","   7.3","24","1027.8","20","876.3","23","  7.2","24","  2.9","24","  8.9","999.9","  32.0"," ","  -2.0"," "," 0.18","G","  5.9","000000"
"72572024127","2008-01-23","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  12.2","24","   6.9","24","1030.0","21","877.9","24","  7.1","24","  3.5","24","  7.0","999.9","  19.0"," ","  -2.0"," "," 0.00","G","  5.1","001000"
