"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72572024127","2002-01-01","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  31.4","24","  30.1","24","1023.3","16","999.9"," 0","  1.3","24","  3.5","22","  7.0","999.9","  34.0"," ","  19.9"," "," 0.10","G","  2.0","101000"
"72572024127","2002-01-02","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  27.1","24","  23.0","24","1026.1","21","999.9"," 0","  5.1","24","  4.9","24"," 10.1","999.9","  36.0","*","  17.6","*"," 0.10","G","  2.0","100000"
"72572024127","2002-01-03","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  28.2","24","  22.9","24","1022.4","24","999.9"," 0","  8.9","24","  4.5","22","  8.0","999.9","  36.0"," ","  18.0"," "," 0.00","G","  1.2","101000"
"72572024127","2002-01-04","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  30.4","24","  27.6","24","1026.6","21","999.9"," 0","  4.0","24","  6.0","23"," 11.1","999.9","  35.1"," ","  19.9"," "," 0.12","G","  3.1","101000"
"72572024127","2002-01-05","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  24.3","24","  19.4","24","1033.1","24","999.9"," 0","  9.9","24","  5.4","24"," 10.1","999.9","  34.0"," ","  15.1"," "," 0.01","G","  3.1","000000"
"72572024127","2002-01-06","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  30.9","24","  26.8","24","1032.6","23","999.9"," 0","  7.9","24","  4.5","24"," 11.1","999.9","  36.0"," ","  15.1"," "," 0.00","G","  2.0","111000"
"72572024127","2002-01-07","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  33.6","24","  30.5","24","1032.4","16","999.9"," 0","  3.4","24","  4.2","22"," 10.1","999.9","  36.0"," ","  28.0"," "," 0.03","G","  1.2","110000"
"72572024127","2002-01-08","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  31.5","24","  28.9","24","1026.7","17","999.9"," 0","  1.8","24","  5.8","20"," 13.0","999.9","  39.0"," ","  24.1"," "," 0.00","G","  1.2","100000"
"72572024127","2002-01-09","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  31.8","24","  29.6","24","1020.5","20","999.9"," 0","  1.9","24","  2.7","22","  8.0","999.9","  37.4","*","  28.4","*"," 0.00","G","  1.2","100000"
"72572024127","2002-01-10","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  28.7","24","  25.7","24","1030.0","22","999.9"," 0","  5.4","24","  4.1","24","  9.9","999.9","  37.0"," ","  16.0"," "," 0.00","G","999.9","100000"
"72572024127","2002-01-11","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  29.6","24","  26.0","24","1035.5","24","999.9"," 0","  5.3","24","  3.7","23","  8.0","999.9","  36.0"," ","  16.0"," "," 0.00","G","999.9","100000"
"72572024127","2002-01-12","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  30.4","24","  25.6","24","1030.4","21","999.9"," 0","  4.8","24","  5.2","23"," 17.1","999.9","  39.0"," ","  24.1"," "," 0.00","G","999.9","100000"
"72572024127","2002-01-13","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  30.8","24","  23.9","24","1023.5","24","999.9"," 0","  9.2","24","  4.7","24","  8.0","999.9","  39.0"," ","  21.0"," "," 0.00","G","999.9","100000"
