"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72572024127","1989-01-01","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  27.1","24","  24.3","24","1021.8","24","873.1","24","  2.3","24","  3.7","24","  8.9","999.9","  33.1","*","  25.0","*"," 0.01","G","  5.5","101000"
"72572024127","1989-01-02","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  22.3","24","  18.2","24","1024.7","24","875.2","24","  6.4","23","  5.9","24"," 12.0","999.9","  35.1"," ","  15.1"," "," 0.01","G","  5.1","100000"
"72572024127","1989-01-03","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  24.8","24","  20.7","24","1030.4","24","880.2","24","  5.9","24","  4.2","24","  8.9","999.9","  30.9"," ","  16.0"," "," 0.00","G","  4.3","100000"
"72572024127","1989-01-04","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  22.6","24","  20.7","24","1025.2","24","875.6","24","  1.0","24","  4.9","24","  9.9","999.9","  35.1"," ","  16.0"," "," 0.00","G","  4.3","101000"
"72572024127","1989-01-05","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  26.8","24","  23.5","24","1015.7","24","867.8","24","  2.4","24","  4.7","24"," 15.9","999.9","  35.1","*","  17.1"," "," 0.00","G","  4.3","101000"
"72572024127","1989-01-06","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  31.3","24","  23.5","24","1009.0","24","863.2","24"," 18.2","24"," 14.3","24"," 27.0"," 35.9","  41.0"," ","  17.1"," "," 0.24","G","  7.5","011010"
"72572024127","1989-01-07","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.3","24","  11.3","24","1018.6","24","869.8","24"," 24.9","24","  9.8","24"," 14.0","999.9","  41.0"," ","  14.0"," "," 0.05","G","  5.9","001000"
"72572024127","1989-01-08","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  20.0","24","  13.9","24","1027.1","24","876.6","24"," 15.2","24","  8.3","24"," 15.0"," 22.9","  25.0","*","  10.9"," "," 0.03","G","  6.7","001000"
"72572024127","1989-01-09","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  25.6","24","  15.2","24","1027.0","24","877.2","24"," 22.3","24"," 13.2","24"," 18.1"," 27.0","  32.0","*","  10.9"," "," 0.01","G","  6.3","001000"
"72572024127","1989-01-10","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  36.0","24","  24.5","24","1016.6","24","870.0","24"," 23.0","24"," 15.2","24"," 25.1"," 29.9","  41.0","*","  23.0"," "," 0.00","D","  5.5","011000"
"72572024127","1989-01-11","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  25.2","24","  20.7","24","1024.0","24","875.5","24"," 17.7","24","  7.3","24"," 14.0","999.9","  43.0"," ","  19.0"," "," 0.19","G","  7.9","001000"
"72572024127","1989-01-12","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.1","24","  17.6","24","1036.5","24","885.0","24"," 11.0","24","  4.4","24","  8.0","999.9","  32.0"," ","  10.9"," "," 0.01","G","  8.3","101000"
"72572024127","1989-01-13","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  15.5","24","  10.0","24","1034.6","24","882.4","24"," 19.7","24","  8.3","24"," 11.1","999.9","  28.9"," ","   8.1"," "," 0.00","G","  8.3","000000"
"72572024127","1989-01-14","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.1","24","  13.5","24","1024.4","24","874.1","24"," 18.5","24","  5.9","24"," 11.1","999.9","  32.0","*","   8.1"," "," 0.01","G","  8.3","001000"
"72572024127","1989-01-15","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  18.3","24","  13.1","24","1032.4","24","881.2","24"," 20.9","24","  6.8","24"," 11.1","999.9","  33.1"," ","   8.1"," "," 0.00","D","  7.5","000000"
"72572024127","1989-01-16","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.9","24","  10.9","24","1034.0","24","882.5","24"," 22.0","24","  8.8","24"," 15.0","999.9","  33.1","*","   8.1"," "," 0.00","G","  7.5","000000"
"72572024127","1989-01-17","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.4","24","  13.9","24","1031.2","24","880.5","24"," 12.1","24","  6.4","24"," 10.1","999.9","  34.0"," ","  10.9"," "," 0.00","G","  7.1","000000"
"72572024127","1989-01-18","40.7781","-111.9694","1287.8","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","  21.1","24","  15.7","24","1035.3","24","883.9","24","  4.6","24","  5.0","24","  8.9","999.9","  37.0"," ","  10.9"," "," 0.00","G","  5.5","100000"
